,Disease,symptoms_1,symptoms_2,symptoms_3,symptoms_4
2243,Disease, joint_pain, yellowish_skin, dark_urine, nausea
2244,Disease, joint_pain, vomiting, dark_urine, nausea
2245,Disease, joint_pain, vomiting, yellowish_skin, nausea
2246,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2247,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2248,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2249,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2250,Disease,itching, fatigue, lethargy, yellowish_skin
2251,Disease,itching, fatigue, lethargy, yellowish_skin
2252,Disease, fatigue, lethargy, yellowish_skin, dark_urine
2253,Disease,itching, lethargy, yellowish_skin, dark_urine
2254,Disease,itching, fatigue, yellowish_skin, dark_urine
2255,Disease,itching, fatigue, lethargy, dark_urine
2256,Disease,itching, fatigue, lethargy, yellowish_skin
2257,Disease,itching, fatigue, lethargy, yellowish_skin
2258,Disease,itching, fatigue, lethargy, yellowish_skin
2259,Disease,itching, fatigue, lethargy, yellowish_skin
2260,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2261,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2262,Disease, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
2263,Disease, fatigue, nausea, loss_of_appetite, yellowing_of_eyes
2264,Disease, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes
2265,Disease, fatigue, yellowish_skin, nausea, yellowing_of_eyes
2266,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2267,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2268,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2269,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2270,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2271,Disease, vomiting, fatigue, yellowish_skin, dark_urine
2272,Disease, joint_pain, fatigue, yellowish_skin, dark_urine
2273,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2274,Disease, joint_pain, vomiting, fatigue, dark_urine
2275,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2276,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2277,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2278,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2279,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2280,Disease, joint_pain, vomiting, fatigue, high_fever
2281,Disease, joint_pain, vomiting, fatigue, high_fever
2282,Disease, joint_pain, vomiting, fatigue, high_fever
2283,Disease, vomiting, fatigue, high_fever, yellowish_skin
2284,Disease, joint_pain, fatigue, high_fever, yellowish_skin
2285,Disease, joint_pain, vomiting, high_fever, yellowish_skin
2286,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2287,Disease, joint_pain, vomiting, fatigue, high_fever
2288,Disease, joint_pain, vomiting, fatigue, high_fever
2289,Disease, joint_pain, vomiting, fatigue, high_fever
2290,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2291,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2292,Disease, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
2293,Disease, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen
2294,Disease, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen
2295,Disease, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen
2296,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2297,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2298,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2299,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2300,Disease, chills, vomiting, fatigue, weight_loss
2301,Disease, chills, vomiting, fatigue, weight_loss
2302,Disease, vomiting, fatigue, weight_loss, cough
2303,Disease, chills, fatigue, weight_loss, cough
2304,Disease, chills, vomiting, weight_loss, cough
2305,Disease, chills, vomiting, fatigue, cough
2306,Disease, chills, vomiting, fatigue, weight_loss
2307,Disease, chills, vomiting, fatigue, weight_loss
2308,Disease, chills, vomiting, fatigue, weight_loss
2309,Disease, chills, vomiting, fatigue, weight_loss
2310,Disease, continuous_sneezing, chills, fatigue, cough
2311,Disease, continuous_sneezing, chills, fatigue, cough
2312,Disease, chills, fatigue, cough, high_fever
2313,Disease, continuous_sneezing, fatigue, cough, high_fever
2314,Disease, continuous_sneezing, chills, cough, high_fever
2315,Disease, continuous_sneezing, chills, fatigue, high_fever
2316,Disease, continuous_sneezing, chills, fatigue, cough
2317,Disease, continuous_sneezing, chills, fatigue, cough
2318,Disease, continuous_sneezing, chills, fatigue, cough
2319,Disease, continuous_sneezing, chills, fatigue, cough
2320,Disease, chills, fatigue, cough, high_fever
2321,Disease, chills, fatigue, cough, high_fever
2322,Disease, chills, fatigue, cough, high_fever
2323,Disease, fatigue, cough, high_fever, breathlessness
2324,Disease, chills, cough, high_fever, breathlessness
2325,Disease, chills, fatigue, high_fever, breathlessness
2326,Disease, chills, fatigue, cough, breathlessness
2327,Disease, chills, fatigue, cough, high_fever
2328,Disease, chills, fatigue, cough, high_fever
2329,Disease, chills, fatigue, cough, high_fever
2330,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2331,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2332,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2333,Disease, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
2334,Disease, constipation, pain_in_anal_region, bloody_stool, irritation_in_anus
2335,Disease, constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus
2336,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus
2337,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2338,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2339,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2340,Disease, vomiting, breathlessness, sweating, chest_pain
2341,Disease, vomiting, breathlessness, sweating, chest_pain
2342,Disease, breathlessness, sweating, chest_pain,
2343,Disease, vomiting, sweating, chest_pain,
2344,Disease, vomiting, breathlessness, chest_pain,
2345,Disease, vomiting, breathlessness, sweating,
2346,Disease, vomiting, breathlessness, sweating, chest_pain
2347,Disease, breathlessness, sweating, chest_pain,
2348,Disease, vomiting, sweating, chest_pain,
2349,Disease, vomiting, breathlessness, chest_pain,
2350,Disease, fatigue, cramps, bruising, obesity
2351,Disease, fatigue, cramps, bruising, obesity
2352,Disease, cramps, bruising, obesity, swollen_legs
2353,Disease, fatigue, bruising, obesity, swollen_legs
2354,Disease, fatigue, cramps, obesity, swollen_legs
2355,Disease, fatigue, cramps, bruising, swollen_legs
2356,Disease, fatigue, cramps, bruising, obesity
2357,Disease, fatigue, cramps, bruising, obesity
2358,Disease, fatigue, cramps, bruising, obesity
2359,Disease, fatigue, cramps, bruising, obesity
2360,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2361,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2362,Disease, weight_gain, cold_hands_and_feets, mood_swings, lethargy
2363,Disease, weight_gain, cold_hands_and_feets, mood_swings, lethargy
2364,Disease, fatigue, cold_hands_and_feets, mood_swings, lethargy
2365,Disease, fatigue, weight_gain, mood_swings, lethargy
2366,Disease, fatigue, weight_gain, cold_hands_and_feets, lethargy
2367,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2368,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2369,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2370,Disease, fatigue, mood_swings, weight_loss, restlessness
2371,Disease, fatigue, mood_swings, weight_loss, restlessness
2372,Disease, mood_swings, weight_loss, restlessness, sweating
2373,Disease, fatigue, weight_loss, restlessness, sweating
2374,Disease, fatigue, mood_swings, restlessness, sweating
2375,Disease, fatigue, mood_swings, weight_loss, sweating
2376,Disease, fatigue, mood_swings, weight_loss, restlessness
2377,Disease, fatigue, mood_swings, weight_loss, restlessness
2378,Disease, fatigue, mood_swings, weight_loss, restlessness
2379,Disease, fatigue, mood_swings, weight_loss, restlessness
2380,Disease, vomiting, fatigue, anxiety, sweating
2381,Disease, vomiting, fatigue, anxiety, sweating
2382,Disease, vomiting, fatigue, anxiety, sweating
2383,Disease, fatigue, anxiety, sweating, headache
2384,Disease, vomiting, anxiety, sweating, headache
2385,Disease, vomiting, fatigue, sweating, headache
2386,Disease, vomiting, fatigue, anxiety, headache
2387,Disease, vomiting, fatigue, anxiety, sweating
2388,Disease, vomiting, fatigue, anxiety, sweating
2389,Disease, vomiting, fatigue, anxiety, sweating
2390,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2391,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2392,Disease, neck_pain, knee_pain, hip_joint_pain, swelling_joints
2393,Disease, joint_pain, knee_pain, hip_joint_pain, swelling_joints
2394,Disease, joint_pain, neck_pain, hip_joint_pain, swelling_joints
2395,Disease, joint_pain, neck_pain, knee_pain, swelling_joints
2396,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2397,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2398,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2399,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2400,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2401,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2402,Disease, stiff_neck, swelling_joints, movement_stiffness, painful_walking
2403,Disease, muscle_weakness, swelling_joints, movement_stiffness, painful_walking
2404,Disease, muscle_weakness, stiff_neck, movement_stiffness, painful_walking
2405,Disease, muscle_weakness, stiff_neck, swelling_joints, painful_walking
2406,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2407,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2408,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2409,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2410,Disease, vomiting, headache, nausea, spinning_movements
2411,Disease, vomiting, headache, nausea, spinning_movements
2412,Disease, headache, nausea, spinning_movements, loss_of_balance
2413,Disease, vomiting, nausea, spinning_movements, loss_of_balance
2414,Disease, vomiting, headache, spinning_movements, loss_of_balance
2415,Disease, vomiting, headache, nausea, loss_of_balance
2416,Disease, vomiting, headache, nausea, spinning_movements
2417,Disease, vomiting, headache, nausea, spinning_movements
2418,Disease, vomiting, headache, nausea, spinning_movements
2419,Disease, vomiting, headache, nausea, loss_of_balance
2420,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
2421,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
2422,Disease, pus_filled_pimples, blackheads, scurring,
2423,Disease, skin_rash, blackheads, scurring,
2424,Disease, skin_rash, pus_filled_pimples, scurring,
2425,Disease, skin_rash, pus_filled_pimples, blackheads,
2426,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
2427,Disease, skin_rash, pus_filled_pimples, blackheads,
2428,Disease, skin_rash, pus_filled_pimples, scurring,
2429,Disease, skin_rash, blackheads, scurring,
2430,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2431,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2432,Disease, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
2433,Disease, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,
2434,Disease, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
2435,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine,
2436,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2437,Disease, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
2438,Disease, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
2439,Disease, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
2440,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2441,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2442,Disease, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
2443,Disease, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails
2444,Disease, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails
2445,Disease, skin_rash, joint_pain, skin_peeling, small_dents_in_nails
2446,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2447,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2448,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2449,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2450,Disease, skin_rash, high_fever, blister, red_sore_around_nose
2451,Disease, skin_rash, high_fever, blister, red_sore_around_nose
2452,Disease, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
2453,Disease, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
2454,Disease, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
2455,Disease, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze
2456,Disease, skin_rash, high_fever, blister, yellow_crust_ooze
2457,Disease, skin_rash, high_fever, blister, red_sore_around_nose
2458,Disease, skin_rash, high_fever, blister, red_sore_around_nose
2459,Disease, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
2460,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2461,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
2462,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
2463,Disease,itching, vomiting, yellowish_skin, nausea
2464,Disease,itching, skin_rash, stomach_pain, burning_micturition
2465,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
2466,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2467,Disease, fatigue, weight_loss, restlessness, lethargy
2468,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
2469,Disease, fatigue, cough, high_fever, breathlessness
2470,Disease, headache, chest_pain, dizziness, loss_of_balance
2471,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
2472,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
2473,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
2474,Disease,itching, vomiting, fatigue, weight_loss
2475,Disease, chills, vomiting, high_fever, sweating
2476,Disease,itching, skin_rash, fatigue, lethargy
2477,Disease, skin_rash, chills, joint_pain, vomiting
2478,Disease, chills, vomiting, fatigue, high_fever
2479,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2480,Disease,itching, fatigue, lethargy, yellowish_skin
2481,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2482,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2483,Disease, joint_pain, vomiting, fatigue, high_fever
2484,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2485,Disease, chills, vomiting, fatigue, weight_loss
2486,Disease, continuous_sneezing, chills, fatigue, cough
2487,Disease, chills, fatigue, cough, high_fever
2488,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2489,Disease, vomiting, breathlessness, sweating, chest_pain
2490,Disease, fatigue, cramps, bruising, obesity
2491,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2492,Disease, fatigue, mood_swings, weight_loss, restlessness
2493,Disease, vomiting, fatigue, anxiety, sweating
2494,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2495,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2496,Disease, vomiting, headache, nausea, spinning_movements
2497,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
2498,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2499,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2500,Disease, skin_rash, high_fever, blister, red_sore_around_nose
2501,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2502,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
2503,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
2504,Disease,itching, vomiting, yellowish_skin, nausea
2505,Disease,itching, skin_rash, stomach_pain, burning_micturition
2506,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
2507,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2508,Disease, fatigue, weight_loss, restlessness, lethargy
2509,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
2510,Disease, fatigue, cough, high_fever, breathlessness
2511,Disease, headache, chest_pain, dizziness, loss_of_balance
2512,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
2513,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
2514,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
2515,Disease,itching, vomiting, fatigue, weight_loss
2516,Disease, chills, vomiting, high_fever, sweating
2517,Disease,itching, skin_rash, fatigue, lethargy
2518,Disease, skin_rash, chills, joint_pain, vomiting
2519,Disease, chills, vomiting, fatigue, high_fever
2520,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2521,Disease,itching, fatigue, lethargy, yellowish_skin
2522,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2523,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2524,Disease, joint_pain, vomiting, fatigue, high_fever
2525,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2526,Disease, chills, vomiting, fatigue, weight_loss
2527,Disease, continuous_sneezing, chills, fatigue, cough
2528,Disease, chills, fatigue, cough, high_fever
2529,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2530,Disease, vomiting, breathlessness, sweating, chest_pain
2531,Disease, fatigue, cramps, bruising, obesity
2532,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2533,Disease, fatigue, mood_swings, weight_loss, restlessness
2534,Disease, vomiting, fatigue, anxiety, sweating
2535,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2536,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2537,Disease, vomiting, headache, nausea, spinning_movements
2538,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
2539,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2540,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2541,Disease, skin_rash, high_fever, blister, red_sore_around_nose
2542,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2543,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
2544,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
2545,Disease,itching, vomiting, yellowish_skin, nausea
2546,Disease,itching, skin_rash, stomach_pain, burning_micturition
2547,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
2548,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2549,Disease, fatigue, weight_loss, restlessness, lethargy
2550,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
2551,Disease, fatigue, cough, high_fever, breathlessness
2552,Disease, headache, chest_pain, dizziness, loss_of_balance
2553,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
2554,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
2555,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
2556,Disease,itching, vomiting, fatigue, weight_loss
2557,Disease, chills, vomiting, high_fever, sweating
2558,Disease,itching, skin_rash, fatigue, lethargy
2559,Disease, skin_rash, chills, joint_pain, vomiting
2560,Disease, chills, vomiting, fatigue, high_fever
2561,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2562,Disease,itching, fatigue, lethargy, yellowish_skin
2563,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2564,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2565,Disease, joint_pain, vomiting, fatigue, high_fever
2566,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2567,Disease, chills, vomiting, fatigue, weight_loss
2568,Disease, continuous_sneezing, chills, fatigue, cough
2569,Disease, chills, fatigue, cough, high_fever
2570,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2571,Disease, vomiting, breathlessness, sweating, chest_pain
2572,Disease, fatigue, cramps, bruising, obesity
2573,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2574,Disease, fatigue, mood_swings, weight_loss, restlessness
2575,Disease, vomiting, fatigue, anxiety, sweating
2576,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2577,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2578,Disease, vomiting, headache, nausea, spinning_movements
2579,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
2580,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2581,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2582,Disease, skin_rash, high_fever, blister, red_sore_around_nose
2583,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2584,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
2585,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
2586,Disease,itching, vomiting, yellowish_skin, nausea
2587,Disease,itching, skin_rash, stomach_pain, burning_micturition
2588,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
2589,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2590,Disease, fatigue, weight_loss, restlessness, lethargy
2591,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
2592,Disease, fatigue, cough, high_fever, breathlessness
2593,Disease, headache, chest_pain, dizziness, loss_of_balance
2594,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
2595,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
2596,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
2597,Disease,itching, vomiting, fatigue, weight_loss
2598,Disease, chills, vomiting, high_fever, sweating
2599,Disease,itching, skin_rash, fatigue, lethargy
2600,Disease, skin_rash, chills, joint_pain, vomiting
2601,Disease, chills, vomiting, fatigue, high_fever
2602,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2603,Disease,itching, fatigue, lethargy, yellowish_skin
2604,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2605,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2606,Disease, joint_pain, vomiting, fatigue, high_fever
2607,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2608,Disease, chills, vomiting, fatigue, weight_loss
2609,Disease, continuous_sneezing, chills, fatigue, cough
2610,Disease, chills, fatigue, cough, high_fever
2611,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2612,Disease, vomiting, breathlessness, sweating, chest_pain
2613,Disease, fatigue, cramps, bruising, obesity
2614,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2615,Disease, fatigue, mood_swings, weight_loss, restlessness
2616,Disease, vomiting, fatigue, anxiety, sweating
2617,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2618,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2619,Disease, vomiting, headache, nausea, spinning_movements
2620,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
2621,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2622,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2623,Disease, skin_rash, high_fever, blister, red_sore_around_nose
2624,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2625,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
2626,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
2627,Disease,itching, vomiting, yellowish_skin, nausea
2628,Disease,itching, skin_rash, stomach_pain, burning_micturition
2629,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
2630,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2631,Disease, fatigue, weight_loss, restlessness, lethargy
2632,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
2633,Disease, fatigue, cough, high_fever, breathlessness
2634,Disease, headache, chest_pain, dizziness, loss_of_balance
2635,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
2636,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
2637,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
2638,Disease,itching, vomiting, fatigue, weight_loss
2639,Disease, chills, vomiting, high_fever, sweating
2640,Disease,itching, skin_rash, fatigue, lethargy
2641,Disease, skin_rash, chills, joint_pain, vomiting
2642,Disease, chills, vomiting, fatigue, high_fever
2643,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2644,Disease,itching, fatigue, lethargy, yellowish_skin
2645,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2646,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2647,Disease, joint_pain, vomiting, fatigue, high_fever
2648,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2649,Disease, chills, vomiting, fatigue, weight_loss
2650,Disease, continuous_sneezing, chills, fatigue, cough
2651,Disease, chills, fatigue, cough, high_fever
2652,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2653,Disease, vomiting, breathlessness, sweating, chest_pain
2654,Disease, fatigue, cramps, bruising, obesity
2655,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2656,Disease, fatigue, mood_swings, weight_loss, restlessness
2657,Disease, vomiting, fatigue, anxiety, sweating
2658,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
2659,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2660,Disease, vomiting, headache, nausea, spinning_movements
2661,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
2662,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2663,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2664,Disease, skin_rash, high_fever, blister, red_sore_around_nose
2665,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2666,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
2667,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
2668,Disease,itching, vomiting, yellowish_skin, nausea
2669,Disease,itching, skin_rash, stomach_pain, burning_micturition
2670,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
2671,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2672,Disease, fatigue, weight_loss, restlessness, lethargy
2673,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
2674,Disease, fatigue, cough, high_fever, breathlessness
2675,Disease, headache, chest_pain, dizziness, loss_of_balance
2676,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
2677,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
2678,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
2679,Disease,itching, vomiting, fatigue, weight_loss
2680,Disease, chills, vomiting, high_fever, sweating
2681,Disease,itching, skin_rash, fatigue, lethargy
2682,Disease, skin_rash, chills, joint_pain, vomiting
2683,Disease, chills, vomiting, fatigue, high_fever
2684,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
2685,Disease,itching, fatigue, lethargy, yellowish_skin
2686,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
2687,Disease, joint_pain, vomiting, fatigue, yellowish_skin
2688,Disease, joint_pain, vomiting, fatigue, high_fever
2689,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2690,Disease, chills, vomiting, fatigue, weight_loss
2691,Disease, continuous_sneezing, chills, fatigue, cough
2692,Disease, chills, fatigue, cough, high_fever
2693,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2694,Disease, vomiting, breathlessness, sweating, chest_pain
